"시도별","시점","주요 업종별","항목",데이터
"인천광역시","2022","의약품 및 의료용품 소매업","인건비 (백만원)",20217
"인천광역시","2022","의약품 및 의료용품 소매업","임차료 (백만원)",8039
"인천광역시","2022","의약품 및 의료용품 소매업","기타영업비용 (백만원)",18754
"인천광역시","2022","의약품 및 의료용품 소매업","연간급여액 (백만원)",18853
"인천광역시","2022","안경 및 렌즈 소매업","사업체수 (개)",206
"인천광역시","2022","안경 및 렌즈 소매업","종사자수 (명)",502
"인천광역시","2022","안경 및 렌즈 소매업","매출액 (백만원)",74905
"인천광역시","2022","안경 및 렌즈 소매업","영업비용 (백만원)",67779
"인천광역시","2022","안경 및 렌즈 소매업","매출원가 (백만원)",35451
"인천광역시","2022","안경 및 렌즈 소매업","인건비 (백만원)",10090
"인천광역시","2022","안경 및 렌즈 소매업","임차료 (백만원)",7951
"인천광역시","2022","안경 및 렌즈 소매업","기타영업비용 (백만원)",14286
"인천광역시","2022","안경 및 렌즈 소매업","연간급여액 (백만원)",9477
"인천광역시","2022","한식 음식점업","사업체수 (개)",2724
"인천광역시","2022","한식 음식점업","종사자수 (명)",8617
"인천광역시","2022","한식 음식점업","매출액 (백만원)",895247
"인천광역시","2022","한식 음식점업","영업비용 (백만원)",830168
"인천광역시","2022","한식 음식점업","매출원가 (백만원)",385890
"인천광역시","2022","한식 음식점업","인건비 (백만원)",131636
"인천광역시","2022","한식 음식점업","임차료 (백만원)",60369
"인천광역시","2022","한식 음식점업","기타영업비용 (백만원)",252274
"인천광역시","2022","한식 음식점업","연간급여액 (백만원)",126247
"인천광역시","2022","외국식 음식점업","사업체수 (개)",868
"인천광역시","2022","외국식 음식점업","종사자수 (명)",3401
"인천광역시","2022","외국식 음식점업","매출액 (백만원)",325351
"인천광역시","2022","외국식 음식점업","영업비용 (백만원)",304448
"인천광역시","2022","외국식 음식점업","매출원가 (백만원)",139242
"인천광역시","2022","외국식 음식점업","인건비 (백만원)",56158
"인천광역시","2022","외국식 음식점업","임차료 (백만원)",28165
"인천광역시","2022","외국식 음식점업","기타영업비용 (백만원)",80883
"인천광역시","2022","외국식 음식점업","연간급여액 (백만원)",53397
"인천광역시","2022","제과점업","사업체수 (개)",530
"인천광역시","2022","제과점업","종사자수 (명)",2250
"인천광역시","2022","제과점업","매출액 (백만원)",223665
"인천광역시","2022","제과점업","영업비용 (백만원)",209331
"인천광역시","2022","제과점업","매출원가 (백만원)",124237
"인천광역시","2022","제과점업","인건비 (백만원)",22070
"인천광역시","2022","제과점업","임차료 (백만원)",16965
"인천광역시","2022","제과점업","기타영업비용 (백만원)",46058
"인천광역시","2022","제과점업","연간급여액 (백만원)",21256
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",973
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",3654
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",314684
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",290360
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","매출원가 (백만원)",137006
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","인건비 (백만원)",37611
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","임차료 (백만원)",25201
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","기타영업비용 (백만원)",90543
"인천광역시","2022","피자, 햄버거, 샌드위치 및 유사 음식점업","연간급여액 (백만원)",35596
"인천광역시","2022","치킨전문점","사업체수 (개)",1559
"인천광역시","2022","치킨전문점","종사자수 (명)",3569
"인천광역시","2022","치킨전문점","매출액 (백만원)",440297
"인천광역시","2022","치킨전문점","영업비용 (백만원)",400600
"인천광역시","2022","치킨전문점","매출원가 (백만원)",235212
"인천광역시","2022","치킨전문점","인건비 (백만원)",35659
"인천광역시","2022","치킨전문점","임차료 (백만원)",22376
"인천광역시","2022","치킨전문점","기타영업비용 (백만원)",107353
"인천광역시","2022","치킨전문점","연간급여액 (백만원)",33809
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","사업체수 (개)",1083
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","종사자수 (명)",3165
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","매출액 (백만원)",276903
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","영업비용 (백만원)",248907
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","매출원가 (백만원)",122669
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","인건비 (백만원)",36578
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","임차료 (백만원)",18953
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","기타영업비용 (백만원)",70708
"인천광역시","2022","김밥, 기타 간이음식점 및 포장 판매점","연간급여액 (백만원)",35638
"인천광역시","2022","생맥주 및 기타 주점업","사업체수 (개)",673
"인천광역시","2022","생맥주 및 기타 주점업","종사자수 (명)",2159
"인천광역시","2022","생맥주 및 기타 주점업","매출액 (백만원)",176177
"인천광역시","2022","생맥주 및 기타 주점업","영업비용 (백만원)",155245
"인천광역시","2022","생맥주 및 기타 주점업","매출원가 (백만원)",69220
"인천광역시","2022","생맥주 및 기타 주점업","인건비 (백만원)",25201
"인천광역시","2022","생맥주 및 기타 주점업","임차료 (백만원)",21707
"인천광역시","2022","생맥주 및 기타 주점업","기타영업비용 (백만원)",39117
"인천광역시","2022","생맥주 및 기타 주점업","연간급여액 (백만원)",24483
"인천광역시","2022","커피 및 기타 비알코올 음료점업","사업체수 (개)",1985
"인천광역시","2022","커피 및 기타 비알코올 음료점업","종사자수 (명)",8128
"인천광역시","2022","커피 및 기타 비알코올 음료점업","매출액 (백만원)",385600
"인천광역시","2022","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",362492
"인천광역시","2022","커피 및 기타 비알코올 음료점업","매출원가 (백만원)",125267
"인천광역시","2022","커피 및 기타 비알코올 음료점업","인건비 (백만원)",87423
"인천광역시","2022","커피 및 기타 비알코올 음료점업","임차료 (백만원)",51987
"인천광역시","2022","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",97815
"인천광역시","2022","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",85694
"인천광역시","2022","자동차 전문 수리업","사업체수 (개)",282
"인천광역시","2022","자동차 전문 수리업","종사자수 (명)",1524
"인천광역시","2022","자동차 전문 수리업","매출액 (백만원)",198798
"인천광역시","2022","자동차 전문 수리업","영업비용 (백만원)",178209
"인천광역시","2022","자동차 전문 수리업","매출원가 (백만원)",76013
"인천광역시","2022","자동차 전문 수리업","인건비 (백만원)",60963
"인천광역시","2022","자동차 전문 수리업","임차료 (백만원)",7106
"인천광역시","2022","자동차 전문 수리업","기타영업비용 (백만원)",34127
"인천광역시","2022","자동차 전문 수리업","연간급여액 (백만원)",59423
"인천광역시","2022","두발 미용업","사업체수 (개)",313
"인천광역시","2022","두발 미용업","종사자수 (명)",1545
"인천광역시","2022","두발 미용업","매출액 (백만원)",89074
"인천광역시","2022","두발 미용업","영업비용 (백만원)",81268
"인천광역시","2022","두발 미용업","매출원가 (백만원)",12065
"인천광역시","2022","두발 미용업","인건비 (백만원)",27807
"인천광역시","2022","두발 미용업","임차료 (백만원)",9864
"인천광역시","2022","두발 미용업","기타영업비용 (백만원)",31532
"인천광역시","2022","두발 미용업","연간급여액 (백만원)",23929
"인천광역시","2022","가정용 세탁업","사업체수 (개)",240
"인천광역시","2022","가정용 세탁업","종사자수 (명)",300
"인천광역시","2022","가정용 세탁업","매출액 (백만원)",19360
"인천광역시","2022","가정용 세탁업","영업비용 (백만원)",15882
"인천광역시","2022","가정용 세탁업","매출원가 (백만원)",2714
"인천광역시","2022","가정용 세탁업","인건비 (백만원)",1325
"인천광역시","2022","가정용 세탁업","임차료 (백만원)",1896
"인천광역시","2022","가정용 세탁업","기타영업비용 (백만원)",9947
"인천광역시","2022","가정용 세탁업","연간급여액 (백만원)",1172
"인천광역시","2022","기타 프랜차이즈","사업체수 (개)",1716
"인천광역시","2022","기타 프랜차이즈","종사자수 (명)",5303
"인천광역시","2022","기타 프랜차이즈","매출액 (백만원)",590855
"인천광역시","2022","기타 프랜차이즈","영업비용 (백만원)",546975
"인천광역시","2022","기타 프랜차이즈","매출원가 (백만원)",296983
"인천광역시","2022","기타 프랜차이즈","인건비 (백만원)",85453
"인천광역시","2022","기타 프랜차이즈","임차료 (백만원)",31553
"인천광역시","2022","기타 프랜차이즈","기타영업비용 (백만원)",132986
"인천광역시","2022","기타 프랜차이즈","연간급여액 (백만원)",79484
"광주광역시","2018","체인화 편의점","사업체수 (개)",1048
"광주광역시","2018","체인화 편의점","종사자수 (명)",4503
"광주광역시","2018","체인화 편의점","매출액 (백만원)",475498
"광주광역시","2018","체인화 편의점","영업비용 (백만원)",463004
"광주광역시","2018","체인화 편의점","인건비 (백만원)",35564
"광주광역시","2018","체인화 편의점","임차료 (백만원)",12551
"광주광역시","2018","체인화 편의점","기타영업비용 (백만원)",414889
"광주광역시","2018","체인화 편의점","연간급여액 (백만원)",30557
"광주광역시","2018","문구용품 및 회화용품 소매업","사업체수 (개)",42
"광주광역시","2018","문구용품 및 회화용품 소매업","종사자수 (명)",128
"광주광역시","2018","문구용품 및 회화용품 소매업","매출액 (백만원)",16660
"광주광역시","2018","문구용품 및 회화용품 소매업","영업비용 (백만원)",15621
"광주광역시","2018","문구용품 및 회화용품 소매업","인건비 (백만원)",1287
"광주광역시","2018","문구용품 및 회화용품 소매업","임차료 (백만원)",1158
"광주광역시","2018","문구용품 및 회화용품 소매업","기타영업비용 (백만원)",13176
"광주광역시","2018","문구용품 및 회화용품 소매업","연간급여액 (백만원)",1206
"광주광역시","2018","의약품 및 의료용품 소매업","사업체수 (개)",120
"광주광역시","2018","의약품 및 의료용품 소매업","종사자수 (명)",351
"광주광역시","2018","의약품 및 의료용품 소매업","매출액 (백만원)",107229
"광주광역시","2018","의약품 및 의료용품 소매업","영업비용 (백만원)",95500
"광주광역시","2018","의약품 및 의료용품 소매업","인건비 (백만원)",7792
"광주광역시","2018","의약품 및 의료용품 소매업","임차료 (백만원)",2792
"광주광역시","2018","의약품 및 의료용품 소매업","기타영업비용 (백만원)",84916
"광주광역시","2018","의약품 및 의료용품 소매업","연간급여액 (백만원)",6769
"광주광역시","2018","안경 및 렌즈 소매업","사업체수 (개)",126
"광주광역시","2018","안경 및 렌즈 소매업","종사자수 (명)",331
"광주광역시","2018","안경 및 렌즈 소매업","매출액 (백만원)",32779
"광주광역시","2018","안경 및 렌즈 소매업","영업비용 (백만원)",28803
"광주광역시","2018","안경 및 렌즈 소매업","인건비 (백만원)",4104
"광주광역시","2018","안경 및 렌즈 소매업","임차료 (백만원)",4147
"광주광역시","2018","안경 및 렌즈 소매업","기타영업비용 (백만원)",20552
"광주광역시","2018","안경 및 렌즈 소매업","연간급여액 (백만원)",3698
"광주광역시","2018","한식 음식점업","사업체수 (개)",711
"광주광역시","2018","한식 음식점업","종사자수 (명)",3056
"광주광역시","2018","한식 음식점업","매출액 (백만원)",210932
"광주광역시","2018","한식 음식점업","영업비용 (백만원)",193720
"광주광역시","2018","한식 음식점업","인건비 (백만원)",33740
"광주광역시","2018","한식 음식점업","임차료 (백만원)",16773
"광주광역시","2018","한식 음식점업","기타영업비용 (백만원)",143207
"광주광역시","2018","한식 음식점업","연간급여액 (백만원)",32374
"광주광역시","2018","외국식 음식점업","사업체수 (개)",197
"광주광역시","2018","외국식 음식점업","종사자수 (명)",1059
"광주광역시","2018","외국식 음식점업","매출액 (백만원)",64574
"광주광역시","2018","외국식 음식점업","영업비용 (백만원)",58827
"광주광역시","2018","외국식 음식점업","인건비 (백만원)",12627
"광주광역시","2018","외국식 음식점업","임차료 (백만원)",4484
"광주광역시","2018","외국식 음식점업","기타영업비용 (백만원)",41716
"광주광역시","2018","외국식 음식점업","연간급여액 (백만원)",11913
"광주광역시","2018","제과점업","사업체수 (개)",190
"광주광역시","2018","제과점업","종사자수 (명)",870
"광주광역시","2018","제과점업","매출액 (백만원)",78518
"광주광역시","2018","제과점업","영업비용 (백만원)",72419
"광주광역시","2018","제과점업","인건비 (백만원)",7481
"광주광역시","2018","제과점업","임차료 (백만원)",5014
"광주광역시","2018","제과점업","기타영업비용 (백만원)",59924
"광주광역시","2018","제과점업","연간급여액 (백만원)",7144
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",376
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",1722
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",101832
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",93768
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","인건비 (백만원)",16077
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","임차료 (백만원)",7276
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","기타영업비용 (백만원)",70415
"광주광역시","2018","피자, 햄버거, 샌드위치 및 유사 음식점업","연간급여액 (백만원)",14859
"광주광역시","2018","치킨전문점","사업체수 (개)",685
"광주광역시","2018","치킨전문점","종사자수 (명)",1846
"광주광역시","2018","치킨전문점","매출액 (백만원)",123049
"광주광역시","2018","치킨전문점","영업비용 (백만원)",110884
"광주광역시","2018","치킨전문점","인건비 (백만원)",10565
"광주광역시","2018","치킨전문점","임차료 (백만원)",5531
"광주광역시","2018","치킨전문점","기타영업비용 (백만원)",94788
"광주광역시","2018","치킨전문점","연간급여액 (백만원)",9763
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","사업체수 (개)",440
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","종사자수 (명)",1532
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","매출액 (백만원)",74461
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","영업비용 (백만원)",67474
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","인건비 (백만원)",12166
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","임차료 (백만원)",5114
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","기타영업비용 (백만원)",50194
"광주광역시","2018","김밥, 기타 간이음식점 및 포장 판매점","연간급여액 (백만원)",11065
"광주광역시","2018","생맥주 및 기타 주점업","사업체수 (개)",569
"광주광역시","2018","생맥주 및 기타 주점업","종사자수 (명)",1326
"광주광역시","2018","생맥주 및 기타 주점업","매출액 (백만원)",79258
"광주광역시","2018","생맥주 및 기타 주점업","영업비용 (백만원)",70260
"광주광역시","2018","생맥주 및 기타 주점업","인건비 (백만원)",8925
"광주광역시","2018","생맥주 및 기타 주점업","임차료 (백만원)",6708
"광주광역시","2018","생맥주 및 기타 주점업","기타영업비용 (백만원)",54627
"광주광역시","2018","생맥주 및 기타 주점업","연간급여액 (백만원)",8529
"광주광역시","2018","커피 및 기타 비알코올 음료점업","사업체수 (개)",554
"광주광역시","2018","커피 및 기타 비알코올 음료점업","종사자수 (명)",2605
"광주광역시","2018","커피 및 기타 비알코올 음료점업","매출액 (백만원)",99695
"광주광역시","2018","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",90156
"광주광역시","2018","커피 및 기타 비알코올 음료점업","인건비 (백만원)",19293
"광주광역시","2018","커피 및 기타 비알코올 음료점업","임차료 (백만원)",13159
"광주광역시","2018","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",57704
"광주광역시","2018","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",18506
"광주광역시","2018","자동차 전문 수리업","사업체수 (개)",175
"광주광역시","2018","자동차 전문 수리업","종사자수 (명)",648
"광주광역시","2018","자동차 전문 수리업","매출액 (백만원)",79170
"광주광역시","2018","자동차 전문 수리업","영업비용 (백만원)",71085
"광주광역시","2018","자동차 전문 수리업","인건비 (백만원)",16688
"광주광역시","2018","자동차 전문 수리업","임차료 (백만원)",1179
"광주광역시","2018","자동차 전문 수리업","기타영업비용 (백만원)",53218
"광주광역시","2018","자동차 전문 수리업","연간급여액 (백만원)",14220
"광주광역시","2018","두발 미용업","사업체수 (개)",122
"광주광역시","2018","두발 미용업","종사자수 (명)",555
"광주광역시","2018","두발 미용업","매출액 (백만원)",24551
"광주광역시","2018","두발 미용업","영업비용 (백만원)",21863
"광주광역시","2018","두발 미용업","인건비 (백만원)",7852
"광주광역시","2018","두발 미용업","임차료 (백만원)",3029
"광주광역시","2018","두발 미용업","기타영업비용 (백만원)",10982
"광주광역시","2018","두발 미용업","연간급여액 (백만원)",7093
"광주광역시","2018","가정용 세탁업","사업체수 (개)",110
"광주광역시","2018","가정용 세탁업","종사자수 (명)",191
"광주광역시","2018","가정용 세탁업","매출액 (백만원)",9687
"광주광역시","2018","가정용 세탁업","영업비용 (백만원)",8417
"광주광역시","2018","가정용 세탁업","인건비 (백만원)",1027
"광주광역시","2018","가정용 세탁업","임차료 (백만원)",886
"광주광역시","2018","가정용 세탁업","기타영업비용 (백만원)",6504
"광주광역시","2018","가정용 세탁업","연간급여액 (백만원)",886
"광주광역시","2018","기타 프랜차이즈","사업체수 (개)",718
"광주광역시","2018","기타 프랜차이즈","종사자수 (명)",2573
"광주광역시","2018","기타 프랜차이즈","매출액 (백만원)",311963
"광주광역시","2018","기타 프랜차이즈","영업비용 (백만원)",303938
"광주광역시","2018","기타 프랜차이즈","인건비 (백만원)",32317
"광주광역시","2018","기타 프랜차이즈","임차료 (백만원)",15020
"광주광역시","2018","기타 프랜차이즈","기타영업비용 (백만원)",256601
"광주광역시","2018","기타 프랜차이즈","연간급여액 (백만원)",30088
"광주광역시","2019","체인화 편의점","사업체수 (개)",1039
"광주광역시","2019","체인화 편의점","종사자수 (명)",4645
"광주광역시","2019","체인화 편의점","매출액 (백만원)",537915
"광주광역시","2019","체인화 편의점","영업비용 (백만원)",505728
"광주광역시","2019","체인화 편의점","매출원가 (백만원)",369784
"광주광역시","2019","체인화 편의점","인건비 (백만원)",39456
"광주광역시","2019","체인화 편의점","임차료 (백만원)",21507
"광주광역시","2019","체인화 편의점","기타영업비용 (백만원)",74980
"광주광역시","2019","체인화 편의점","연간급여액 (백만원)",38261
"광주광역시","2019","문구용품 및 회화용품 소매업","사업체수 (개)",45
"광주광역시","2019","문구용품 및 회화용품 소매업","종사자수 (명)",126
"광주광역시","2019","문구용품 및 회화용품 소매업","매출액 (백만원)",16454
"광주광역시","2019","문구용품 및 회화용품 소매업","영업비용 (백만원)",14967
"광주광역시","2019","문구용품 및 회화용품 소매업","매출원가 (백만원)",10655
"광주광역시","2019","문구용품 및 회화용품 소매업","인건비 (백만원)",1549
"광주광역시","2019","문구용품 및 회화용품 소매업","임차료 (백만원)",1651
"광주광역시","2019","문구용품 및 회화용품 소매업","기타영업비용 (백만원)",1113
"광주광역시","2019","문구용품 및 회화용품 소매업","연간급여액 (백만원)",1493
"광주광역시","2019","의약품 및 의료용품 소매업","사업체수 (개)",128
"광주광역시","2019","의약품 및 의료용품 소매업","종사자수 (명)",412
"광주광역시","2019","의약품 및 의료용품 소매업","매출액 (백만원)",115159
"광주광역시","2019","의약품 및 의료용품 소매업","영업비용 (백만원)",102785
"광주광역시","2019","의약품 및 의료용품 소매업","매출원가 (백만원)",84575
"광주광역시","2019","의약품 및 의료용품 소매업","인건비 (백만원)",7529
"광주광역시","2019","의약품 및 의료용품 소매업","임차료 (백만원)",3971
"광주광역시","2019","의약품 및 의료용품 소매업","기타영업비용 (백만원)",6710
"광주광역시","2019","의약품 및 의료용품 소매업","연간급여액 (백만원)",7286
"광주광역시","2019","안경 및 렌즈 소매업","사업체수 (개)",132
"광주광역시","2019","안경 및 렌즈 소매업","종사자수 (명)",357
"광주광역시","2019","안경 및 렌즈 소매업","매출액 (백만원)",36788
"광주광역시","2019","안경 및 렌즈 소매업","영업비용 (백만원)",30724
"광주광역시","2019","안경 및 렌즈 소매업","매출원가 (백만원)",17661
"광주광역시","2019","안경 및 렌즈 소매업","인건비 (백만원)",5408
"광주광역시","2019","안경 및 렌즈 소매업","임차료 (백만원)",4880
"광주광역시","2019","안경 및 렌즈 소매업","기타영업비용 (백만원)",2774
"광주광역시","2019","안경 및 렌즈 소매업","연간급여액 (백만원)",5212
"광주광역시","2019","한식 음식점업","사업체수 (개)",752
"광주광역시","2019","한식 음식점업","종사자수 (명)",3102
"광주광역시","2019","한식 음식점업","매출액 (백만원)",237828
"광주광역시","2019","한식 음식점업","영업비용 (백만원)",201229
"광주광역시","2019","한식 음식점업","매출원가 (백만원)",119866
"광주광역시","2019","한식 음식점업","인건비 (백만원)",37057
"광주광역시","2019","한식 음식점업","임차료 (백만원)",21534
"광주광역시","2019","한식 음식점업","기타영업비용 (백만원)",22772
"광주광역시","2019","한식 음식점업","연간급여액 (백만원)",36406
"광주광역시","2019","외국식 음식점업","사업체수 (개)",205
"광주광역시","2019","외국식 음식점업","종사자수 (명)",1085
"광주광역시","2019","외국식 음식점업","매출액 (백만원)",81445
"광주광역시","2019","외국식 음식점업","영업비용 (백만원)",72487
"광주광역시","2019","외국식 음식점업","매출원가 (백만원)",39138
"광주광역시","2019","외국식 음식점업","인건비 (백만원)",15933
"광주광역시","2019","외국식 음식점업","임차료 (백만원)",6203
"광주광역시","2019","외국식 음식점업","기타영업비용 (백만원)",11213
"광주광역시","2019","외국식 음식점업","연간급여액 (백만원)",15342
"광주광역시","2019","제과점업","사업체수 (개)",182
"광주광역시","2019","제과점업","종사자수 (명)",814
"광주광역시","2019","제과점업","매출액 (백만원)",74264
"광주광역시","2019","제과점업","영업비용 (백만원)",66702
"광주광역시","2019","제과점업","매출원가 (백만원)",47516
"광주광역시","2019","제과점업","인건비 (백만원)",7601
"광주광역시","2019","제과점업","임차료 (백만원)",5646
"광주광역시","2019","제과점업","기타영업비용 (백만원)",5939
"광주광역시","2019","제과점업","연간급여액 (백만원)",7504
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","사업체수 (개)",375
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","종사자수 (명)",1786
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","매출액 (백만원)",109400
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","영업비용 (백만원)",95913
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","매출원가 (백만원)",53629
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","인건비 (백만원)",18105
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","임차료 (백만원)",9190
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","기타영업비용 (백만원)",14988
"광주광역시","2019","피자, 햄버거, 샌드위치 및 유사 음식점업","연간급여액 (백만원)",17349
"광주광역시","2019","치킨전문점","사업체수 (개)",696
"광주광역시","2019","치킨전문점","종사자수 (명)",2014
"광주광역시","2019","치킨전문점","매출액 (백만원)",159369
"광주광역시","2019","치킨전문점","영업비용 (백만원)",135275
"광주광역시","2019","치킨전문점","매출원가 (백만원)",97821
"광주광역시","2019","치킨전문점","인건비 (백만원)",14580
"광주광역시","2019","치킨전문점","임차료 (백만원)",9853
"광주광역시","2019","치킨전문점","기타영업비용 (백만원)",13020
"광주광역시","2019","치킨전문점","연간급여액 (백만원)",14564
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","사업체수 (개)",391
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","종사자수 (명)",1430
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","매출액 (백만원)",80434
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","영업비용 (백만원)",69071
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","매출원가 (백만원)",40345
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","인건비 (백만원)",13662
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","임차료 (백만원)",6789
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","기타영업비용 (백만원)",8275
"광주광역시","2019","김밥, 기타 간이음식점 및 포장 판매점","연간급여액 (백만원)",13551
"광주광역시","2019","생맥주 및 기타 주점업","사업체수 (개)",408
"광주광역시","2019","생맥주 및 기타 주점업","종사자수 (명)",1007
"광주광역시","2019","생맥주 및 기타 주점업","매출액 (백만원)",65033
"광주광역시","2019","생맥주 및 기타 주점업","영업비용 (백만원)",53118
"광주광역시","2019","생맥주 및 기타 주점업","매출원가 (백만원)",29912
"광주광역시","2019","생맥주 및 기타 주점업","인건비 (백만원)",8620
"광주광역시","2019","생맥주 및 기타 주점업","임차료 (백만원)",7913
"광주광역시","2019","생맥주 및 기타 주점업","기타영업비용 (백만원)",6672
"광주광역시","2019","생맥주 및 기타 주점업","연간급여액 (백만원)",8437
"광주광역시","2019","커피 및 기타 비알코올 음료점업","사업체수 (개)",605
"광주광역시","2019","커피 및 기타 비알코올 음료점업","종사자수 (명)",3097
"광주광역시","2019","커피 및 기타 비알코올 음료점업","매출액 (백만원)",135193
"광주광역시","2019","커피 및 기타 비알코올 음료점업","영업비용 (백만원)",111683
"광주광역시","2019","커피 및 기타 비알코올 음료점업","매출원가 (백만원)",50373
"광주광역시","2019","커피 및 기타 비알코올 음료점업","인건비 (백만원)",30994
"광주광역시","2019","커피 및 기타 비알코올 음료점업","임차료 (백만원)",17909
"광주광역시","2019","커피 및 기타 비알코올 음료점업","기타영업비용 (백만원)",12407
"광주광역시","2019","커피 및 기타 비알코올 음료점업","연간급여액 (백만원)",30680
"광주광역시","2019","자동차 전문 수리업","사업체수 (개)",172
"광주광역시","2019","자동차 전문 수리업","종사자수 (명)",712
"광주광역시","2019","자동차 전문 수리업","매출액 (백만원)",81173
"광주광역시","2019","자동차 전문 수리업","영업비용 (백만원)",72453
"광주광역시","2019","자동차 전문 수리업","매출원가 (백만원)",44874
"광주광역시","2019","자동차 전문 수리업","인건비 (백만원)",17316
"광주광역시","2019","자동차 전문 수리업","임차료 (백만원)",2332
"광주광역시","2019","자동차 전문 수리업","기타영업비용 (백만원)",7931
"광주광역시","2019","자동차 전문 수리업","연간급여액 (백만원)",16656
"광주광역시","2019","두발 미용업","사업체수 (개)",158
"광주광역시","2019","두발 미용업","종사자수 (명)",676
"광주광역시","2019","두발 미용업","매출액 (백만원)",30983
"광주광역시","2019","두발 미용업","영업비용 (백만원)",24978
"광주광역시","2019","두발 미용업","매출원가 (백만원)",7060
"광주광역시","2019","두발 미용업","인건비 (백만원)",10166
"광주광역시","2019","두발 미용업","임차료 (백만원)",3800
"광주광역시","2019","두발 미용업","기타영업비용 (백만원)",3952
"광주광역시","2019","두발 미용업","연간급여액 (백만원)",9640
"광주광역시","2019","가정용 세탁업","사업체수 (개)",128
"광주광역시","2019","가정용 세탁업","종사자수 (명)",269
"광주광역시","2019","가정용 세탁업","매출액 (백만원)",13979
"광주광역시","2019","가정용 세탁업","영업비용 (백만원)",10981
"광주광역시","2019","가정용 세탁업","매출원가 (백만원)",3938
"광주광역시","2019","가정용 세탁업","인건비 (백만원)",1918
"광주광역시","2019","가정용 세탁업","임차료 (백만원)",1755
"광주광역시","2019","가정용 세탁업","기타영업비용 (백만원)",3371
"광주광역시","2019","가정용 세탁업","연간급여액 (백만원)",1713
"광주광역시","2019","기타 프랜차이즈","사업체수 (개)",818
"광주광역시","2019","기타 프랜차이즈","종사자수 (명)",2839
"광주광역시","2019","기타 프랜차이즈","매출액 (백만원)",362868
"광주광역시","2019","기타 프랜차이즈","영업비용 (백만원)",335153
